latitude,longitude,month,day,avg_temp,max_temp,max_wind_speed,avg_wind,burned_area
37.7089122,127.1432046,03-Mar,04-thu,7,17,8.6,1.6,0.01
37.5970714,127.1953327,03-Mar,01-mon,4.2,11.3,12,2,0.01
37.6474285,127.2229024,03-Mar,00-sun,7.5,16.1,14,1.7,0.02
37.6718386,127.2822484,03-Mar,06-sat,10,18.2,8.5,1.3,0.01
37.6623399,127.3487791,03-Mar,06-sat,10,18.2,8.5,1.3,0.05
37.5606168,127.3112077,03-Mar,05-fri,11.9,21.2,8.3,1.1,0.05
37.6647468,127.242966,03-Mar,02-tue,-2.6,1.8,11.7,2.7,0.01
37.9071287,127.0562305,03-Mar,06-sat,10.7,19.4,8.6,1.8,0.01
37.9071287,127.0562305,03-Mar,05-fri,12.6,23,9.2,1.8,0.04
37.3405429,127.0094767,10-Oct,02-tue,17.5,26.6,6.1,1.1,0.01
37.3377872,127.0221733,06-Jun,01-mon,21.1,28.5,6.7,1.5,0.01
37.2622854,127.0686071,05-May,07-hol,19,27.5,7.5,1.8,0.01
37.340546,126.9970206,03-Mar,02-tue,4.6,12,7.2,1.8,0.2
37.3779225,126.7678405,03-Mar,00-sun,6.2,13.6,10.8,3.2,0.1
37.3520456,126.8746796,03-Mar,06-sat,7,16.2,7.5,1.3,0.05
37.3532858,126.8815667,03-Mar,06-sat,7.6,16.5,7,1,0.01
37.3747152,126.6258639,03-Mar,06-sat,7.6,16.5,7,1,0.01
37.2782001,126.5654547,03-Mar,06-sat,1,10.3,7.7,1.1,0.01
37.0592006,127.2381781,09-Sep,02-tue,20.3,27.6,8.6,2.3,0.06
37.0933502,127.3144023,02-Feb,05-fri,-2.7,4.5,10.5,2.4,0.01
37.7328117,126.8542051,10-Oct,04-thu,18.2,25.1,5.5,1.3,0.03
37.9182185,126.9803035,09-Sep,07-hol,18.3,27.3,4.8,0.7,0.2
37.8917212,127.0063546,06-Jun,04-thu,21.4,30.9,7,1.6,0.09
37.7815093,127.0543049,06-Jun,02-tue,21.5,28.8,7.4,1.6,0.09
37.7815093,127.0543049,05-May,05-fri,21.7,28.4,6.2,1.4,0.1
37.925278,126.9915521,05-May,05-fri,21.7,28.4,6.2,1.4,0.03
37.7520462,126.993349,03-Mar,01-mon,10,20.8,7.2,1.3,0.2
37.6924226,126.922453,03-Mar,01-mon,3.2,10.3,12.5,2.9,0.01
37.7215332,127.0010786,03-Mar,06-sat,8.5,17.6,7.3,1.6,0.05
37.8564049,127.0394202,02-Feb,04-thu,0.1,3.9,9.4,3.4,0.01
37.729772,126.9270906,02-Feb,04-thu,-3.7,1.3,9.3,2.5,0.01
37.5279139,127.5869742,03-Mar,06-sat,3.8,12.3,6.2,1.3,0.01
37.5041359,127.7156574,03-Mar,06-sat,3.8,12.3,6.2,1.3,0.01
37.4412237,127.5972805,03-Mar,05-fri,1.9,10.6,7.8,1,0.01
37.4419576,127.5222711,03-Mar,05-fri,1.9,10.6,7.8,1,0.01
37.2321468,127.6428599,05-May,07-hol,13.9,22.5,8.3,1.6,1
37.3493277,127.5146005,04-Apr,01-mon,18.3,28.2,7.7,1.6,1
38.1225345,127.0044056,06-Jun,04-thu,21.8,31.2,10.1,1.3,0.3
38.1152358,127.0258068,05-May,07-hol,19.6,30.1,5.9,1.2,0.19
38.1404613,127.0768594,05-May,00-sun,18.9,28.8,6.1,1.3,0.2
38.0084925,127.0512495,04-Apr,02-tue,18.1,27.5,5.3,0.9,0.5
38.0133282,126.9171698,04-Apr,05-fri,13.4,23.1,9.6,1.5,3
38.1786242,127.0923116,03-Mar,00-sun,6.7,15.1,11.2,1.8,0.01
37.9996862,127.0372306,03-Mar,05-fri,10.9,21.8,8.8,1.3,0.01
37.3314082,127.161098,06-Jun,01-mon,20.6,27.8,6.1,1.3,0.06
37.3314024,127.1384598,04-Apr,00-sun,12.9,19.5,8.6,1.3,0.01
37.7037339,127.0733263,10-Oct,06-sat,11.3,16.4,7.8,0.8,0.1
37.258836,127.3443871,05-May,05-fri,22.6,29.9,6,1.4,0.75
37.3348317,127.4258771,05-May,03-wed,21.9,31.6,5,1.1,0.23
37.9832809,126.9858361,10-Oct,01-mon,14.8,25.2,5.1,0.8,0.2
37.8122102,126.720942,09-Sep,07-hol,18.6,25.2,7.2,2.5,0.1
37.9350013,126.8227101,04-Apr,01-mon,15.3,24.7,7.8,1.5,1
37.832114,126.807609,03-Mar,02-tue,2.9,12.6,8.2,1.5,0.01
37.873398,126.8096775,03-Mar,02-tue,2.9,12.6,8.2,1.5,0.01
37.915705,126.8653161,03-Mar,00-sun,5.3,13.8,10.8,2.6,0.01
37.8274696,126.7490628,03-Mar,00-sun,5.3,13.8,10.8,2.6,0.2
37.88650331,126.785962,03-Mar,00-sun,5.3,13.8,10.8,2.6,0.5
37.7433095,126.8273806,01-Jan,06-sat,-7.1,1,5,1,0.13
37.9926907,127.1503592,06-Jun,01-mon,20.6,25.5,5.6,1.4,0.01
37.9601655,127.1420208,06-Jun,01-mon,20.6,25.5,5.6,1.4,0.3
37.8699123,127.2943344,06-Jun,00-sun,21.8,30,6.6,1.7,0.5
37.9827356,127.1731479,06-Jun,07-hol,20.5,27.1,6.4,1.6,0.5
37.9827356,127.2007832,06-Jun,04-thu,22.2,31.3,6.9,1.6,5
37.9827356,127.1731479,06-Jun,03-wed,22.1,28.4,10.5,2.5,0.04
37.9247171,127.2086864,05-May,03-wed,20.9,31.3,5.9,1.3,0.1
37.7806186,127.1603458,05-May,02-tue,21,30.8,7.1,1.8,0.3
37.9449732,127.2936385,05-May,00-sun,19.4,29.4,6.6,1.7,3
37.9158557,127.2125888,05-May,01-mon,17.3,23.9,7.7,2,0.2
37.9762542,127.2666084,03-Mar,06-sat,8,17.2,7.9,1.9,1.2
37.909153,127.1998358,03-Mar,06-sat,8,17.2,7.9,1.9,0.1
37.7821067,127.1380282,03-Mar,00-sun,6.7,16.3,12.1,2.8,0.2
37.9985162,127.3563573,03-Mar,00-sun,6.7,16.3,12.1,2.8,2
37.2386768,126.9211438,09-Sep,04-thu,21.8,29.6,5.4,1.3,0.01
37.0788079,126.933949,09-Sep,02-tue,21.9,27.7,5.6,1.3,0.01
37.1927939,126.6897517,06-Jun,02-tue,22.5,29.1,6.3,1.2,0.12
37.2572133,126.835705,06-Jun,07-hol,21.4,27.8,5.7,1.8,0.01
37.3056259,126.6243912,06-Jun,01-mon,20.1,27.1,5.7,1.2,0.3
37.1388132,126.9328561,04-Apr,00-sun,16.7,24.4,6.1,1.9,0.01
37.2547411,126.9074501,03-Mar,03-wed,5,13.1,6,1.5,0.01
37.1638945,126.7416052,03-Mar,03-wed,5,13.1,6,1.5,0.01
37.1197887,126.9670571,03-Mar,01-mon,4.5,9.2,9.5,2,0.01
37.2017195,126.740733,03-Mar,00-sun,7,14.9,8.2,2.2,0.01
37.2385862,126.6224899,03-Mar,02-tue,10,17.2,5,1.6,0.01
37.186922,126.7267866,03-Mar,05-fri,5.6,10.5,5.8,1.7,0.01
37.2071647,126.9489287,03-Mar,02-tue,-2.6,0.8,9.7,3.3,0.05
37.1811669,126.892383,03-Mar,00-sun,5.9,15.5,5.2,1.2,0.01
37.203521,126.6687021,03-Mar,00-sun,2.8,5.7,7.1,1.7,0.01
37.7785068,127.2986832,04-Apr,03-wed,14.5,24.8,6.9,1.2,0.04
37.7785068,127.2757698,04-Apr,02-tue,13,22.8,9.8,1.5,0.3
37.6747864,127.5364617,04-Apr,01-mon,12.6,20.9,10.4,1.4,0.3
37.6330389,127.5337186,04-Apr,02-tue,12.8,21.2,7.1,1.6,0.02
37.7228662,126.9131403,04-Apr,02-tue,10,20.4,5.9,1.1,0.02
37.7237419,126.9135279,04-Apr,02-tue,10,20.4,5.9,1.1,0.1
37.4267785,127.0336129,04-Apr,00-sun,7.5,13.2,9.4,3.3,0.12
37.3949622,127.4078448,11-Nov,06-sat,2.6,9.6,6.1,0.6,0.1
37.346802,127.3948764,04-Apr,00-sun,6.2,13.5,9.3,2,0.1
37.4868635,127.3757347,04-Apr,00-sun,6.2,13.5,9.3,2,0.1
37.6011999,127.1255152,07-Jul,06-sat,25.8,30.3,4.5,1.5,0.01
37.5623268,127.1056581,04-Apr,00-sun,14.2,21.6,7,1.9,0.01
37.6843909,127.1076629,11-Nov,03-wed,2.8,11.4,4.2,0.6,0.01
37.5636159,127.2902213,10-Oct,01-mon,16.4,20.5,14.1,3.4,0.02
37.7305986,127.1974584,04-Apr,02-tue,14.8,23.6,11.4,1.5,0.3
37.5387586,127.256745,04-Apr,02-tue,10.8,20.2,8.4,1.1,0.01
37.9640782,127.0449394,02-Feb,04-thu,6.3,14.4,7.6,2,0.2
37.3239375,127.0286212,04-Apr,00-sun,7.8,12.9,11,3.1,0.01
37.3323162,126.9952723,02-Feb,03-wed,7.1,16,5.3,1.1,0.5
37.3686516,126.7404998,04-Apr,06-sat,6.2,10.7,11.2,3.2,0.01
37.4545689,126.7822301,03-Mar,00-sun,7.5,14.3,8.9,1.9,0.1
37.575095,126.5693545,07-Jul,01-mon,24,31.7,7,0.9,0.01
37.1016335,126.4477788,05-May,04-thu,19.9,30.1,6.5,0.8,0.1
37.3452313,126.8650716,04-Apr,01-mon,12.4,20,7.3,1.5,0.5
36.9163295,127.2751818,05-May,02-tue,19.5,26.4,5.2,1.3,0.05
36.9248756,127.2734838,05-May,00-sun,18.5,26.5,6.1,1.3,0.01
37.4528539,127.5660489,10-Oct,05-fri,9.8,19.9,4.5,0.8,0.3
37.4528539,127.5660489,10-Oct,04-thu,11.7,19.1,8.9,2,0.1
37.4513328,127.3984893,04-Apr,05-fri,17,26.9,8,1.4,0.01
37.9461893,126.9971912,11-Nov,05-fri,10.5,15.7,7,2.3,0.01
37.9951902,127.0685039,03-Mar,05-fri,14.8,23.6,9.5,1.4,0.01
37.2175513,127.2532407,11-Nov,00-sun,7.3,15.1,8.7,0.9,0.01
37.7039434,127.054951,11-Nov,01-mon,6.5,16,5,0.5,0.01
37.7305223,126.8778078,12-Dec,01-mon,-3.8,2.6,7,1.5,0.01
37.9826053,126.9766808,04-Apr,03-wed,14.3,24.5,7,1.5,0.08
37.951851,127.2960844,05-May,04-thu,22.2,30.9,7,2,0.02
37.9518302,127.2282336,05-May,05-fri,21.1,28.5,6.5,2.1,0.01
38.0330441,127.3221288,04-Apr,02-tue,14.5,23.1,9.3,2,0.01
37.9928197,127.298134,04-Apr,02-tue,14.5,23.1,9.3,2,0.1
38.0643709,127.2756982,04-Apr,00-sun,13.7,21.5,7.4,2.1,0.01
37.1490961,126.8970094,04-Apr,02-tue,10.1,18.6,5.4,1.4,0.1
